Review Date,Source,Location,Address,City,State,ZIP,Star Rating,Author,URL,Feedback,Original Feedback Language (if not English),Engagement Response,reviews,Negative_Score,Neutral_Score,Positive_Score,Compound_Score,Sentiment
07/28/21,Google,83083 MUSKEGON,1825 East Sherman Blvd   -,Muskegon,MI,49444,4,DANIEL KENT,https://maps.google.com/maps?cid=13446550186741965175,for steak was real good,--,--,,0.0,0.0,0.0,0.0,Neutral
07/28/21,Google,92048 HAMILTON,333 State Highway #33   -,Hamilton,NJ,08619,3,Rimon Mikhael,https://maps.google.com/maps?cid=6944961986172508689,that all can say Applebee what would expect,--,--,,0.0,0.0,0.0,0.0,Neutral
07/28/21,Google,84058 MISSION AND PINE,12217 East Mission Ave   -,Spokane,WA,99206,4,Lisa Wisor,https://maps.google.com/maps?cid=6378138306162077624,Food was good Service was good,--,--,food,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,94044 MIDWEST CITY,608 S Air Depot Blvd.   -,Midwest City,OK,73110,1,Juana Gomez,https://maps.google.com/maps?cid=2315829299741008025,Dinner was not good and was over charged,--,--,dinner,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,95035 GUNTERSVILLE,11950 Hwy. 431 South   -,Guntersville,AL,35976,1,Brian Bolding,https://maps.google.com/maps?cid=7197096024238400399,Most rediculus sorry service EVER More employees than customers and takes hours get our food tuen could not keeps drinks filled Had find waitress just get refills Party that will NEVER COME BACK General manger Wes NOT helpful all,--,--,rediculus service employee customer hour food tuen drink waitress refill general,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,87087 ALCOA HWY,2564 Alcoa Highway   -,Alcoa,TN,37701,5,Omar Fox,https://maps.google.com/maps?cid=6766194712735310480,What you expect,--,--,,0.0,0.0,0.0,0.0,Neutral
07/28/21,Google,91089 MOLINE,3805 41st Avenue   -,Moline,IL,61265,4,Reaper Dog,https://maps.google.com/maps?cid=18369571501411053256,Good place eat,--,--,place,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,77084 WEST SHAW,3604 West Shaw   -,Fresno,CA,93711,5,Seth Mead,https://maps.google.com/maps?cid=11474661783533284636,was great The wonton strip tacos are awesome wasnt heavy the stomach which was looking for trying save room for dinner and his aunt had the chicken quesadilla they were surprised how good was,--,--,heavy stomach room dinner,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,95016 SPEARFISH,301 N. 27th St.   -,Spearfish,SD,57783,5,Kathryn Marang,https://maps.google.com/maps?cid=10001107771356531618,Good food little slow getting served,--,--,food little slow,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,95017 TIMES SQUARE,234 W. 42nd St.   -,New York,NY,10036,1,Koylu Hasan,https://maps.google.com/maps?cid=9921395416355024848,Service was terrible waited for year there and was very disappointed when the very nice Bangladeshi waiter said the outset that there were ONLY TWO STAFF that day serving ALL THE TABLES,--,--,service year waiter outset staff day table,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,93009 BIRCH RUN,8800 Main Street   -,Birch Run,MI,48415,3,Carolyn Davis,https://maps.google.com/maps?cid=12120160628512430488,Not much variety the menu here there are other Applebee The service was good was the food,--,--,much variety menu applebee service food,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,89097 SNELLVILLE,1925 Highway 124   -,Snellville,GA,30078,5,Carolyn Knight,https://maps.google.com/maps?cid=16487157063280617602,Brought grandchildren for lunch date,--,--,lunch date,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,90068 HARLINGEN,1519 West Harrison   -,Harlingen,TX,78550,4,Marco Perez,https://maps.google.com/maps?cid=13833375118891534019,Great menu items including burgers steaks had the baby back ribs they were delicious,--,--,item burger steak baby rib,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,94093 JENKINTOWN,323 Old York Road   -,Jenkintown,PA,19046,4,Constance Petas,https://maps.google.com/maps?cid=5586304420727547197,Food always good but service was just,--,--,food service,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,79000 350 HIGHWAY,9330 East 350 Highway   -,Raytown,MO,64133,1,Renita Hart,https://maps.google.com/maps?cid=12419973610884659957,less than one star was option would have been selection While the staff was courteous there were just too many problems Example you ask Arrival ordered about appetizers and salad began arrive,--,--,star option staff courteous many problem example arrival appetizer salad arrive,0.18,0.6,0.22,0.1531,Neutral
07/28/21,Google,89083 CLAY,3975 Route 31   -,Liverpool,NY,13090,3,Laura Pelky,https://maps.google.com/maps?cid=10742054709819976278,Food wait staff good and personable Kids menu hit,--,--,food staff personable kid,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,99090 ABERDEEN,991 Beards Hill Road   -,Aberdeen,MD,21001,3,Keyonna Queen,https://maps.google.com/maps?cid=15236278068990312991,Food was not its best have had better from Applebee,--,I am sorry to hear about your recent experience at Applebee’s. Please email me at josh.britton@therosegroup.com so I can personally apologize and make this right for you.,food,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,97029 HOOVER,2933 John Hawkins Pkwy   -,Hoover,AL,35244,1,Baba Kid's,https://maps.google.com/maps?cid=14753745554875799050,The food was salty not all the way done too done They only thing the menu that was good was the drinks and dessert,--,--,food salty way thing dessert,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,95088 EASTGATE MALL,5606 Brainerd Road   -,Chattanooga,TN,37421,3,Franklin Oneal,https://maps.google.com/maps?cid=3181543835205259546,Just okay,--,--,,0.0,0.0,0.0,0.0,Neutral
07/28/21,Google,84048 WESTLAND,10625 West Colfax   -,Lakewood,CO,80226,5,Sarah Dowell,https://maps.google.com/maps?cid=7123878056159213281,Very good food,--,--,food,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,87073 YALE STREET,4733 South Yale Street   -,Tulsa,OK,74135,2,Robert Busch,https://maps.google.com/maps?cid=6973550554528257630,nothing write home about,--,--,,0.0,0.0,0.0,0.0,Neutral
07/28/21,Google,82005 BLOOMINGTON MN,7901 1/2 Southtown Center   -,Bloomington,MN,55420,4,Len Harrell,https://maps.google.com/maps?cid=15284823926981696008,Food good Service slow,--,--,food service,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,86014 EAST BAY DR,5110 East Bay Drive   -,Clearwater,FL,33764,3,BETH CAMPBELL,https://maps.google.com/maps?cid=6017106654087511266,enjoyed our lunch here applebees,--,--,lunch applebee,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,75020 RENTON,375 S Grady Way   -,Renton,WA,98056,3,Justin Castaneda,https://maps.google.com/maps?cid=5036857692002682902,Food was good Service was okay Minimal parking options,--,--,food minimal parking option,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,91065 DELAWARE,2656 Delaware Avenue   -,Buffalo,NY,14216,4,Simone “Ninny” Scott,https://maps.google.com/maps?cid=13831914156750491646,The serves was very good and punctual,--,--,punctual,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,88072 GREEN BAY WEST,900 Hansen Road   -,Green Bay,WI,54304,3,Mark Wilson,https://maps.google.com/maps?cid=989478930776441412,Spouse wanted Salmon Ordered Brought salad side and informed they were out Would went elsewhere,--,--,salmon salad side,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,82050 S-CAMBRIDGE,125 Balsam Street North   -,Cambridge,MN,55008,4,Sampson Rockman,https://maps.google.com/maps?cid=16063155783625666011,meals for hard beat Good food and service,--,--,food service,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,76078 FULTONDALE,1250 Boots Blvd   -,Fultondale,AL,35068,5,Bama Cushen,https://maps.google.com/maps?cid=15029487918320315877,PBR frosted mug And the food good well,--,--,food,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,82083 JEFF CITY,2319 Missouri Blvd.   -,Jefferson City,MO,65109,4,Amy Spindler,https://maps.google.com/maps?cid=7879185105493600134,Our bartender waitress was very nice,--,--,,0.0,0.0,0.0,0.0,Neutral
07/28/21,Google,78050 CELEBRATION,6290 W. Irlo Bronson Memorial Hwy   -,Celebration,FL,34747,5,Francine Ford,https://maps.google.com/maps?cid=17479066973982600942,Food was very good was able park scooter inside and grandson really enjoyed his meal,--,--,food able park scooter grandson meal,0.0,1.0,0.0,0.0,Neutral
07/28/21,Google,84038 ABERCORN,11120 Abercorn   -,Savannah,GA,31419,1,Joe Cortez,https://maps.google.com/maps?cid=7555779328131839626,would give negative stars could that how many the servers cooks hairs were food did not complain because the waitress ignored party five the entire time just used the kiosk pay and left yourself favor and just cook home instead you want have drink the bar seemed nice,--,--,negative star many server hair food complain party entire time kiosk pay favor cook home drink bar nice,0.273,0.432,0.295,0.1531,Neutral
07/28/21,Google,76043 BRONX TERMINAL MARKET,610 Exterior Street   -,Bronx,NY,10451,3,J. Raysor,https://maps.google.com/maps?cid=14062774461291117600,Food has not improved over the years,--,--,food year,0.0,1.0,0.0,0.0,Neutral
