Review Date,Source,Location,Address,City,State,ZIP,Star Rating,Author,URL,Feedback,Original Feedback Language (if not English),Engagement Response,reviews,Negative_Score,Neutral_Score,Positive_Score,Compound_Score,Sentiment
07/28/21,Google,80036 PARIS,3905 Lamar Avenue   -,Paris,TX,75462,1,Angela Jones,https://maps.google.com/maps?cid=14927680130682010795,Very disappointed service was terrible the manager forgot turn the keg draft beer bottle beer was Luke warm service was the worse let sat table with food drinks almost done bring drinks manager looked awful for his position,--,--,disappointed service terrible manager draft beer service bad table food drink bring drink manager awful position,0.514,0.486,0.0,-0.9136,Negative
07/28/21,Google,83056 JASPER,4223 Mannheim Road   -,Jasper,IN,47546,4,Tammy Graham,https://maps.google.com/maps?cid=11612739214779918035,The half rack ribs was removed from the two can dine menu disappointing But the food was good,--,--,half rack rib dine menu disappointing food,0.348,0.652,0.0,-0.4939,Negative
07/28/21,Google,91055 TROY,1759 West Main Street   -,Troy,OH,45373,4,Joshuah Queen,https://maps.google.com/maps?cid=14189837939564552736,Other people like more than but food always wrong Maybe the problem,--,--,people food wrong problem,0.744,0.256,0.0,-0.7003,Negative
07/28/21,Google,83056 JASPER,4223 Mannheim Road   -,Jasper,IN,47546,4,Tony Kendall,https://maps.google.com/maps?cid=11612739214779918035,love eating here but people need get back work cook Applebee Very limited menu,--,--,people work cook applebee limited menu,0.275,0.725,0.0,-0.2263,Negative
07/28/21,Google,76075 LAKE BUENA VISTA,13351 SR 535   -,Orlando,FL,32821,3,Ken Williams,https://maps.google.com/maps?cid=11012073272748190257,not bad Its chain and this location even though connected hotel never crowded dine there least once month,--,--,bad chain location hotel least month,0.412,0.588,0.0,-0.5423,Negative
07/28/21,Google,97009 KEARNEY,5605 2nd Ave.   -,Kearney,NE,68848,1,Charlotte Sprague,https://maps.google.com/maps?cid=6616620271502460314,Had chicken wrap hardly any chicken mostly lettuce and melted cheese Service was poor,--,--,cheese service poor,0.608,0.392,0.0,-0.4767,Negative
07/28/21,Google,75052 SOMERS POINT,51 Bethel Road   -,Somers Point,NJ,08244,1,sammyL Jackson,https://maps.google.com/maps?cid=8830698302657262354,decided get Applebee for late dinner Tuesday night Checked hours open midnight perfect arrive Plenty parking not busy inside family walked right ahead The greeter told them min wait That odd place definitely not busy bar empty maybe tables occupied They decided wait tell them just for tonight same min wait did not stay sign something has gone wrong and sure more then min wait half the tables are empty one bar that tells that poor Management have the bar tender cover table two offer sit bar The greeter could have covered table But can hear now not job Where the manager Should out and about covering issues was business surely would not want see fail,--,--,applebee late dinner night hour midnight perfect arrive plenty parking busy family odd place busy bar empty table wait tonight sign wrong half table empty bar poor management bar tender cover table bar greeter table job manager issue business,0.248,0.676,0.076,-0.7506,Negative
07/28/21,Google,82037 SHAKOPEE,1568 Vierling Drive   -,Shakopee,MN,55379,3,Zane Schwab,https://maps.google.com/maps?cid=3792392831047918056,Food was alrite for the price the staff was pretty rude though They messed our order and when let them know they acted like was our fault,--,--,food price staff rude messed order fault,0.669,0.331,0.0,-0.7964,Negative
07/28/21,Google,97068 BRIER CREEK,8701 Brier Creek Parkway   -,Raleigh,NC,27617,1,L,https://maps.google.com/maps?cid=7933694151966071464,ordered through uber eats and was over for people the meals arrived without the sides Also medium sirloin arrived beyond well done and almost impossible cut was given for inconvenience uber eats REALLY meals with sides are not meals Lesson learned order food through uber eats the restaurant can give not give whatever order and out food and money Applebee PLEASE double check your orders before sending them out,--,--,people meal side medium sirloin impossible cut inconvenience eat side meal order restaurant order food money double check order,0.213,0.787,0.0,-0.5574,Negative
07/28/21,Google,83053 W. EVANSVILLE,5727 Pearl Drive   -,Evansville,IN,47712,5,Ryan Becker,https://maps.google.com/maps?cid=6831112043060364023,Consistently average not have crazy expectations and you not disappointed,--,--,average crazy expectation,0.545,0.455,0.0,-0.34,Negative
07/28/21,Google,75079 WESTBURY,1300 Corporate Drive   -,Westbury,NY,11590,1,cassie Rivera,https://maps.google.com/maps?cid=14702120500730217911,One the worse Apple bees been Poor service Dirty silverware Food was nasty dry Had eat with hands first Cause took the waitress more than minutes get our Forks Smh,--,--,bad apple bee poor service dirty silverware food dry hand cause waitress minute fork,0.419,0.441,0.141,-0.743,Negative
07/28/21,Google,98092 TARA BLVD,6727 Tara Blvd   -,Jonesboro,GA,30236,2,deborah carpenter,https://maps.google.com/maps?cid=15186834273840259504,Service was nice but this place never clean floor and tables always nasty,--,--,service nice place floor table nasty,0.346,0.385,0.269,-0.2023,Negative
07/28/21,Google,80020 KATY,19625 Restaurant Row   -,Houston,TX,77084,2,Sonji Magee,https://maps.google.com/maps?cid=7130923063078558731,Needs updating and cleaning the carpet nasty Food service good,--,--,carpet nasty food,0.643,0.357,0.0,-0.5574,Negative
07/28/21,Google,95079 CRESTVIEW,215 Rasberry Road   -,Crestview,FL,32536,4,Renita Bowman,https://maps.google.com/maps?cid=5845249583886908659,place dang cold inside But service was good Only thing the cheese withe pretzels sticks looked like nasty gravy instead the sauce they were out,--,--,place cold inside service thing cheese pretzel stick nasty gravy,0.286,0.714,0.0,-0.5574,Negative
